"JURISDICTION","AGE_GROUP","FINES","DETECTION_METHOD_CLEAN","LOCATION_TYPE","PERIOD_LENGTH","Month (Name)","Month (Number)"
"ACT","0-16",1,"Fixed camera systems","Urban",30,"January",1
"ACT","0-16",2,"Police issued","Urban",30,"January",1
"ACT","17-25",559,"Fixed camera systems","Urban",30,"January",1
"ACT","17-25",143,"Mobile camera","Urban",30,"January",1
"ACT","17-25",59,"Police issued","Urban",30,"January",1
"ACT","26-39",1550,"Fixed camera systems","Urban",30,"January",1
"ACT","26-39",313,"Mobile camera","Urban",30,"January",1
"ACT","26-39",98,"Police issued","Urban",30,"January",1
"ACT","40-64",2722,"Fixed camera systems","Urban",30,"January",1
"ACT","40-64",476,"Mobile camera","Urban",30,"January",1
"ACT","40-64",47,"Police issued","Urban",30,"January",1
"ACT","65 and over",836,"Fixed camera systems","Urban",30,"January",1
"ACT","65 and over",148,"Mobile camera","Urban",30,"January",1
"ACT","65 and over",5,"Police issued","Urban",30,"January",1
"ACT","Unknown",92,"Fixed camera systems","Urban",30,"January",1
"ACT","Unknown",12,"Mobile camera","Urban",30,"January",1
"ACT","0-16",1,"Fixed camera systems","Urban",27,"February",2
"ACT","0-16",1,"Police issued","Urban",27,"February",2
"ACT","17-25",508,"Fixed camera systems","Urban",27,"February",2
"ACT","17-25",220,"Mobile camera","Urban",27,"February",2
"ACT","17-25",27,"Police issued","Urban",27,"February",2
"ACT","26-39",1149,"Fixed camera systems","Urban",27,"February",2
"ACT","26-39",463,"Mobile camera","Urban",27,"February",2
"ACT","26-39",52,"Police issued","Urban",27,"February",2
"ACT","40-64",2115,"Fixed camera systems","Urban",27,"February",2
"ACT","40-64",582,"Mobile camera","Urban",27,"February",2
"ACT","40-64",33,"Police issued","Urban",27,"February",2
"ACT","65 and over",735,"Fixed camera systems","Urban",27,"February",2
"ACT","65 and over",243,"Mobile camera","Urban",27,"February",2
"ACT","65 and over",4,"Police issued","Urban",27,"February",2
"ACT","Unknown",91,"Fixed camera systems","Urban",27,"February",2
"ACT","Unknown",13,"Mobile camera","Urban",27,"February",2
"ACT","0-16",1,"Fixed camera systems","Urban",30,"March",3
"ACT","0-16",1,"Mobile camera","Urban",30,"March",3
"ACT","0-16",7,"Police issued","Urban",30,"March",3
"ACT","17-25",538,"Fixed camera systems","Urban",30,"March",3
"ACT","17-25",222,"Mobile camera","Urban",30,"March",3
"ACT","17-25",52,"Police issued","Urban",30,"March",3
"ACT","26-39",1172,"Fixed camera systems","Urban",30,"March",3
"ACT","26-39",532,"Mobile camera","Urban",30,"March",3
"ACT","26-39",55,"Police issued","Urban",30,"March",3
"ACT","40-64",2126,"Fixed camera systems","Urban",30,"March",3
"ACT","40-64",725,"Mobile camera","Urban",30,"March",3
"ACT","40-64",46,"Police issued","Urban",30,"March",3
"ACT","65 and over",697,"Fixed camera systems","Urban",30,"March",3
"ACT","65 and over",244,"Mobile camera","Urban",30,"March",3
"ACT","Unknown",61,"Fixed camera systems","Urban",30,"March",3
"ACT","Unknown",30,"Mobile camera","Urban",30,"March",3
"ACT","0-16",1,"Fixed camera systems","Urban",29,"April",4
"ACT","0-16",1,"Mobile camera","Urban",29,"April",4
"ACT","0-16",2,"Police issued","Urban",29,"April",4
"ACT","17-25",582,"Fixed camera systems","Urban",29,"April",4
"ACT","17-25",157,"Mobile camera","Urban",29,"April",4
"ACT","17-25",99,"Police issued","Urban",29,"April",4
"ACT","26-39",1317,"Fixed camera systems","Urban",29,"April",4
"ACT","26-39",295,"Mobile camera","Urban",29,"April",4
"ACT","26-39",126,"Police issued","Urban",29,"April",4
"ACT","40-64",2313,"Fixed camera systems","Urban",29,"April",4
"ACT","40-64",468,"Mobile camera","Urban",29,"April",4
"ACT","40-64",107,"Police issued","Urban",29,"April",4
"ACT","65 and over",704,"Fixed camera systems","Urban",29,"April",4
"ACT","65 and over",155,"Mobile camera","Urban",29,"April",4
"ACT","65 and over",8,"Police issued","Urban",29,"April",4
"ACT","Unknown",64,"Fixed camera systems","Urban",29,"April",4
"ACT","Unknown",14,"Mobile camera","Urban",29,"April",4
"ACT","0-16",1,"Fixed camera systems","Urban",30,"May",5
"ACT","0-16",1,"Mobile camera","Urban",30,"May",5
"ACT","0-16",3,"Police issued","Urban",30,"May",5
"ACT","17-25",510,"Fixed camera systems","Urban",30,"May",5
"ACT","17-25",178,"Mobile camera","Urban",30,"May",5
"ACT","17-25",55,"Police issued","Urban",30,"May",5
"ACT","26-39",1196,"Fixed camera systems","Urban",30,"May",5
"ACT","26-39",352,"Mobile camera","Urban",30,"May",5
"ACT","26-39",52,"Police issued","Urban",30,"May",5
"ACT","40-64",2112,"Fixed camera systems","Urban",30,"May",5
"ACT","40-64",532,"Mobile camera","Urban",30,"May",5
"ACT","40-64",47,"Police issued","Urban",30,"May",5
"ACT","65 and over",679,"Fixed camera systems","Urban",30,"May",5
"ACT","65 and over",175,"Mobile camera","Urban",30,"May",5
"ACT","65 and over",4,"Police issued","Urban",30,"May",5
"ACT","Unknown",71,"Fixed camera systems","Urban",30,"May",5
"ACT","Unknown",23,"Mobile camera","Urban",30,"May",5
"ACT","0-16",1,"Fixed camera systems","Urban",29,"June",6
"ACT","0-16",2,"Police issued","Urban",29,"June",6
"ACT","17-25",452,"Fixed camera systems","Urban",29,"June",6
"ACT","17-25",176,"Mobile camera","Urban",29,"June",6
"ACT","17-25",42,"Police issued","Urban",29,"June",6
"ACT","26-39",1108,"Fixed camera systems","Urban",29,"June",6
"ACT","26-39",404,"Mobile camera","Urban",29,"June",6
"ACT","26-39",47,"Police issued","Urban",29,"June",6
"ACT","40-64",1805,"Fixed camera systems","Urban",29,"June",6
"ACT","40-64",558,"Mobile camera","Urban",29,"June",6
"ACT","40-64",47,"Police issued","Urban",29,"June",6
"ACT","65 and over",527,"Fixed camera systems","Urban",29,"June",6
"ACT","65 and over",203,"Mobile camera","Urban",29,"June",6
"ACT","65 and over",4,"Police issued","Urban",29,"June",6
"ACT","Unknown",72,"Fixed camera systems","Urban",29,"June",6
"ACT","Unknown",21,"Mobile camera","Urban",29,"June",6
"ACT","0-16",2,"Fixed camera systems","Urban",30,"July",7
"ACT","0-16",2,"Police issued","Urban",30,"July",7
"ACT","17-25",407,"Fixed camera systems","Urban",30,"July",7
"ACT","17-25",204,"Mobile camera","Urban",30,"July",7
"ACT","17-25",83,"Police issued","Urban",30,"July",7
"ACT","26-39",1005,"Fixed camera systems","Urban",30,"July",7
"ACT","26-39",545,"Mobile camera","Urban",30,"July",7
"ACT","26-39",86,"Police issued","Urban",30,"July",7
"ACT","40-64",1682,"Fixed camera systems","Urban",30,"July",7
"ACT","40-64",770,"Mobile camera","Urban",30,"July",7
"ACT","40-64",64,"Police issued","Urban",30,"July",7
"ACT","65 and over",444,"Fixed camera systems","Urban",30,"July",7
"ACT","65 and over",205,"Mobile camera","Urban",30,"July",7
"ACT","65 and over",6,"Police issued","Urban",30,"July",7
"ACT","Unknown",69,"Fixed camera systems","Urban",30,"July",7
"ACT","Unknown",31,"Mobile camera","Urban",30,"July",7
"ACT","0-16",2,"Fixed camera systems","Urban",30,"August",8
"ACT","0-16",1,"Mobile camera","Urban",30,"August",8
"ACT","0-16",4,"Police issued","Urban",30,"August",8
"ACT","17-25",473,"Fixed camera systems","Urban",30,"August",8
"ACT","17-25",194,"Mobile camera","Urban",30,"August",8
"ACT","17-25",61,"Police issued","Urban",30,"August",8
"ACT","26-39",893,"Fixed camera systems","Urban",30,"August",8
"ACT","26-39",504,"Mobile camera","Urban",30,"August",8
"ACT","26-39",63,"Police issued","Urban",30,"August",8
"ACT","40-64",1520,"Fixed camera systems","Urban",30,"August",8
"ACT","40-64",631,"Mobile camera","Urban",30,"August",8
"ACT","40-64",40,"Police issued","Urban",30,"August",8
"ACT","65 and over",431,"Fixed camera systems","Urban",30,"August",8
"ACT","65 and over",237,"Mobile camera","Urban",30,"August",8
"ACT","65 and over",7,"Police issued","Urban",30,"August",8
"ACT","Unknown",66,"Fixed camera systems","Urban",30,"August",8
"ACT","Unknown",24,"Mobile camera","Urban",30,"August",8
"ACT","0-16",2,"Fixed camera systems","Urban",29,"September",9
"ACT","0-16",1,"Mobile camera","Urban",29,"September",9
"ACT","0-16",3,"Police issued","Urban",29,"September",9
"ACT","17-25",462,"Fixed camera systems","Urban",29,"September",9
"ACT","17-25",207,"Mobile camera","Urban",29,"September",9
"ACT","17-25",70,"Police issued","Urban",29,"September",9
"ACT","26-39",1090,"Fixed camera systems","Urban",29,"September",9
"ACT","26-39",426,"Mobile camera","Urban",29,"September",9
"ACT","26-39",75,"Police issued","Urban",29,"September",9
"ACT","40-64",1863,"Fixed camera systems","Urban",29,"September",9
"ACT","40-64",618,"Mobile camera","Urban",29,"September",9
"ACT","40-64",60,"Police issued","Urban",29,"September",9
"ACT","65 and over",570,"Fixed camera systems","Urban",29,"September",9
"ACT","65 and over",214,"Mobile camera","Urban",29,"September",9
"ACT","65 and over",7,"Police issued","Urban",29,"September",9
"ACT","Unknown",81,"Fixed camera systems","Urban",29,"September",9
"ACT","Unknown",20,"Mobile camera","Urban",29,"September",9
"ACT","0-16",1,"Fixed camera systems","Urban",30,"October",10
"ACT","0-16",2,"Mobile camera","Urban",30,"October",10
"ACT","0-16",1,"Police issued","Urban",30,"October",10
"ACT","17-25",491,"Fixed camera systems","Urban",30,"October",10
"ACT","17-25",224,"Mobile camera","Urban",30,"October",10
"ACT","17-25",38,"Police issued","Urban",30,"October",10
"ACT","26-39",1102,"Fixed camera systems","Urban",30,"October",10
"ACT","26-39",507,"Mobile camera","Urban",30,"October",10
"ACT","26-39",57,"Police issued","Urban",30,"October",10
"ACT","40-64",1809,"Fixed camera systems","Urban",30,"October",10
"ACT","40-64",618,"Mobile camera","Urban",30,"October",10
"ACT","40-64",44,"Police issued","Urban",30,"October",10
"ACT","65 and over",615,"Fixed camera systems","Urban",30,"October",10
"ACT","65 and over",242,"Mobile camera","Urban",30,"October",10
"ACT","65 and over",2,"Police issued","Urban",30,"October",10
"ACT","Unknown",68,"Fixed camera systems","Urban",30,"October",10
"ACT","Unknown",30,"Mobile camera","Urban",30,"October",10
"ACT","0-16",4,"Police issued","Urban",29,"November",11
"ACT","17-25",473,"Fixed camera systems","Urban",29,"November",11
"ACT","17-25",223,"Mobile camera","Urban",29,"November",11
"ACT","17-25",55,"Police issued","Urban",29,"November",11
"ACT","26-39",1001,"Fixed camera systems","Urban",29,"November",11
"ACT","26-39",515,"Mobile camera","Urban",29,"November",11
"ACT","26-39",59,"Police issued","Urban",29,"November",11
"ACT","40-64",1796,"Fixed camera systems","Urban",29,"November",11
"ACT","40-64",700,"Mobile camera","Urban",29,"November",11
"ACT","40-64",38,"Police issued","Urban",29,"November",11
"ACT","65 and over",524,"Fixed camera systems","Urban",29,"November",11
"ACT","65 and over",257,"Mobile camera","Urban",29,"November",11
"ACT","65 and over",6,"Police issued","Urban",29,"November",11
"ACT","Unknown",82,"Fixed camera systems","Urban",29,"November",11
"ACT","Unknown",29,"Mobile camera","Urban",29,"November",11
"ACT","0-16",2,"Fixed camera systems","Urban",30,"December",12
"ACT","0-16",1,"Mobile camera","Urban",30,"December",12
"ACT","0-16",4,"Police issued","Urban",30,"December",12
"ACT","17-25",524,"Fixed camera systems","Urban",30,"December",12
"ACT","17-25",177,"Mobile camera","Urban",30,"December",12
"ACT","17-25",62,"Police issued","Urban",30,"December",12
"ACT","26-39",1202,"Fixed camera systems","Urban",30,"December",12
"ACT","26-39",480,"Mobile camera","Urban",30,"December",12
"ACT","26-39",59,"Police issued","Urban",30,"December",12
"ACT","40-64",2074,"Fixed camera systems","Urban",30,"December",12
"ACT","40-64",608,"Mobile camera","Urban",30,"December",12
"ACT","40-64",40,"Police issued","Urban",30,"December",12
"ACT","65 and over",590,"Fixed camera systems","Urban",30,"December",12
"ACT","65 and over",195,"Mobile camera","Urban",30,"December",12
"ACT","65 and over",2,"Police issued","Urban",30,"December",12
"ACT","Unknown",90,"Fixed camera systems","Urban",30,"December",12
"ACT","Unknown",31,"Mobile camera","Urban",30,"December",12
"NSW","0-16",5,"Police issued","Regional",30,"January",1
"NSW","17-25",1508,"Police issued","Regional",30,"January",1
"NSW","26-39",2428,"Police issued","Regional",30,"January",1
"NSW","40-64",2435,"Police issued","Regional",30,"January",1
"NSW","65 and over",485,"Police issued","Regional",30,"January",1
"NSW","0-16",4,"Police issued","Urban",30,"January",1
"NSW","17-25",1655,"Police issued","Urban",30,"January",1
"NSW","26-39",1989,"Police issued","Urban",30,"January",1
"NSW","40-64",1746,"Police issued","Urban",30,"January",1
"NSW","65 and over",252,"Police issued","Urban",30,"January",1
"NSW","0-16",1,"Police issued","Regional",30,"January",1
"NSW","17-25",394,"Police issued","Regional",30,"January",1
"NSW","26-39",711,"Police issued","Regional",30,"January",1
"NSW","40-64",794,"Police issued","Regional",30,"January",1
"NSW","65 and over",221,"Police issued","Regional",30,"January",1
"NSW","17-25",27,"Police issued","Remote",30,"January",1
"NSW","26-39",61,"Police issued","Remote",30,"January",1
"NSW","40-64",70,"Police issued","Remote",30,"January",1
"NSW","65 and over",21,"Police issued","Remote",30,"January",1
"NSW","17-25",2,"Police issued","Unknown",30,"January",1
"NSW","26-39",1,"Police issued","Unknown",30,"January",1
"NSW","40-64",2,"Police issued","Unknown",30,"January",1
"NSW","65 and over",1,"Police issued","Unknown",30,"January",1
"NSW","Unknown",27788,"Fixed camera systems","Unknown",30,"January",1
"NSW","Unknown",1413,"Mobile camera","Unknown",30,"January",1
"NSW","Unknown",18873,"Fixed camera systems","Unknown",30,"January",1
"NSW","17-25",2,"Police issued","Remote",30,"January",1
"NSW","26-39",10,"Police issued","Remote",30,"January",1
"NSW","40-64",5,"Police issued","Remote",30,"January",1
"NSW","65 and over",1,"Police issued","Remote",30,"January",1
"NSW","0-16",2,"Police issued","Regional",27,"February",2
"NSW","17-25",1213,"Police issued","Regional",27,"February",2
"NSW","26-39",1894,"Police issued","Regional",27,"February",2
"NSW","40-64",2047,"Police issued","Regional",27,"February",2
"NSW","65 and over",522,"Police issued","Regional",27,"February",2
"NSW","0-16",3,"Police issued","Urban",27,"February",2
"NSW","17-25",1387,"Police issued","Urban",27,"February",2
"NSW","26-39",1694,"Police issued","Urban",27,"February",2
"NSW","40-64",1503,"Police issued","Urban",27,"February",2
"NSW","65 and over",202,"Police issued","Urban",27,"February",2
"NSW","0-16",0,"Police issued","Regional",27,"February",2
"NSW","17-25",297,"Police issued","Regional",27,"February",2
"NSW","26-39",553,"Police issued","Regional",27,"February",2
"NSW","40-64",675,"Police issued","Regional",27,"February",2
"NSW","65 and over",146,"Police issued","Regional",27,"February",2
"NSW","17-25",12,"Police issued","Remote",27,"February",2
"NSW","26-39",29,"Police issued","Remote",27,"February",2
"NSW","40-64",29,"Police issued","Remote",27,"February",2
"NSW","65 and over",6,"Police issued","Remote",27,"February",2
"NSW","17-25",13,"Police issued","Unknown",27,"February",2
"NSW","26-39",6,"Police issued","Unknown",27,"February",2
"NSW","40-64",6,"Police issued","Unknown",27,"February",2
"NSW","Unknown",32476,"Fixed camera systems","Unknown",27,"February",2
"NSW","Unknown",2069,"Mobile camera","Unknown",27,"February",2
"NSW","Unknown",18135,"Fixed camera systems","Unknown",27,"February",2
"NSW","17-25",1,"Police issued","Remote",27,"February",2
"NSW","40-64",3,"Police issued","Remote",27,"February",2
"NSW","65 and over",1,"Police issued","Remote",27,"February",2
"NSW","0-16",4,"Police issued","Regional",30,"March",3
"NSW","17-25",1341,"Police issued","Regional",30,"March",3
"NSW","26-39",2088,"Police issued","Regional",30,"March",3
"NSW","40-64",2203,"Police issued","Regional",30,"March",3
"NSW","65 and over",557,"Police issued","Regional",30,"March",3
"NSW","0-16",2,"Police issued","Urban",30,"March",3
"NSW","17-25",1624,"Police issued","Urban",30,"March",3
"NSW","26-39",1835,"Police issued","Urban",30,"March",3
"NSW","40-64",1646,"Police issued","Urban",30,"March",3
"NSW","65 and over",207,"Police issued","Urban",30,"March",3
"NSW","0-16",2,"Police issued","Regional",30,"March",3
"NSW","17-25",306,"Police issued","Regional",30,"March",3
"NSW","26-39",575,"Police issued","Regional",30,"March",3
"NSW","40-64",712,"Police issued","Regional",30,"March",3
"NSW","65 and over",201,"Police issued","Regional",30,"March",3
"NSW","17-25",27,"Police issued","Remote",30,"March",3
"NSW","26-39",38,"Police issued","Remote",30,"March",3
"NSW","40-64",74,"Police issued","Remote",30,"March",3
"NSW","65 and over",15,"Police issued","Remote",30,"March",3
"NSW","17-25",3,"Police issued","Unknown",30,"March",3
"NSW","26-39",6,"Police issued","Unknown",30,"March",3
"NSW","40-64",3,"Police issued","Unknown",30,"March",3
"NSW","65 and over",1,"Police issued","Unknown",30,"March",3
"NSW","Unknown",43006,"Fixed camera systems","Unknown",30,"March",3
"NSW","Unknown",2996,"Mobile camera","Unknown",30,"March",3
"NSW","Unknown",21667,"Fixed camera systems","Unknown",30,"March",3
"NSW","17-25",6,"Police issued","Remote",30,"March",3
"NSW","26-39",9,"Police issued","Remote",30,"March",3
"NSW","40-64",6,"Police issued","Remote",30,"March",3
"NSW","65 and over",3,"Police issued","Remote",30,"March",3
"NSW","0-16",13,"Police issued","Regional",29,"April",4
"NSW","17-25",1505,"Police issued","Regional",29,"April",4
"NSW","26-39",2329,"Police issued","Regional",29,"April",4
"NSW","40-64",2330,"Police issued","Regional",29,"April",4
"NSW","65 and over",498,"Police issued","Regional",29,"April",4
"NSW","0-16",5,"Police issued","Urban",29,"April",4
"NSW","17-25",1858,"Police issued","Urban",29,"April",4
"NSW","26-39",2231,"Police issued","Urban",29,"April",4
"NSW","40-64",1845,"Police issued","Urban",29,"April",4
"NSW","65 and over",229,"Police issued","Urban",29,"April",4
"NSW","0-16",3,"Police issued","Regional",29,"April",4
"NSW","17-25",462,"Police issued","Regional",29,"April",4
"NSW","26-39",710,"Police issued","Regional",29,"April",4
"NSW","40-64",863,"Police issued","Regional",29,"April",4
"NSW","65 and over",209,"Police issued","Regional",29,"April",4
"NSW","17-25",48,"Police issued","Remote",29,"April",4
"NSW","26-39",93,"Police issued","Remote",29,"April",4
"NSW","40-64",124,"Police issued","Remote",29,"April",4
"NSW","65 and over",38,"Police issued","Remote",29,"April",4
"NSW","17-25",7,"Police issued","Unknown",29,"April",4
"NSW","26-39",2,"Police issued","Unknown",29,"April",4
"NSW","40-64",12,"Police issued","Unknown",29,"April",4
"NSW","65 and over",2,"Police issued","Unknown",29,"April",4
"NSW","Unknown",28762,"Fixed camera systems","Unknown",29,"April",4
"NSW","Unknown",3736,"Mobile camera","Unknown",29,"April",4
"NSW","Unknown",17047,"Fixed camera systems","Unknown",29,"April",4
"NSW","17-25",8,"Police issued","Remote",29,"April",4
"NSW","26-39",22,"Police issued","Remote",29,"April",4
"NSW","40-64",19,"Police issued","Remote",29,"April",4
"NSW","65 and over",3,"Police issued","Remote",29,"April",4
"NSW","0-16",5,"Police issued","Regional",30,"May",5
"NSW","17-25",1242,"Police issued","Regional",30,"May",5
"NSW","26-39",1892,"Police issued","Regional",30,"May",5
"NSW","40-64",2093,"Police issued","Regional",30,"May",5
"NSW","65 and over",518,"Police issued","Regional",30,"May",5
"NSW","0-16",5,"Police issued","Urban",30,"May",5
"NSW","17-25",1606,"Police issued","Urban",30,"May",5
"NSW","26-39",1940,"Police issued","Urban",30,"May",5
"NSW","40-64",1698,"Police issued","Urban",30,"May",5
"NSW","65 and over",239,"Police issued","Urban",30,"May",5
"NSW","0-16",2,"Police issued","Regional",30,"May",5
"NSW","17-25",314,"Police issued","Regional",30,"May",5
"NSW","26-39",505,"Police issued","Regional",30,"May",5
"NSW","40-64",655,"Police issued","Regional",30,"May",5
"NSW","65 and over",189,"Police issued","Regional",30,"May",5
"NSW","17-25",13,"Police issued","Remote",30,"May",5
"NSW","26-39",24,"Police issued","Remote",30,"May",5
"NSW","40-64",38,"Police issued","Remote",30,"May",5
"NSW","65 and over",15,"Police issued","Remote",30,"May",5
"NSW","17-25",7,"Police issued","Unknown",30,"May",5
"NSW","26-39",6,"Police issued","Unknown",30,"May",5
"NSW","40-64",4,"Police issued","Unknown",30,"May",5
"NSW","Unknown",37527,"Fixed camera systems","Unknown",30,"May",5
"NSW","Unknown",3680,"Mobile camera","Unknown",30,"May",5
"NSW","Unknown",19530,"Fixed camera systems","Unknown",30,"May",5
"NSW","17-25",1,"Police issued","Remote",30,"May",5
"NSW","26-39",4,"Police issued","Remote",30,"May",5
"NSW","40-64",1,"Police issued","Remote",30,"May",5
"NSW","65 and over",2,"Police issued","Remote",30,"May",5
"NSW","0-16",2,"Police issued","Regional",29,"June",6
"NSW","17-25",1586,"Police issued","Regional",29,"June",6
"NSW","26-39",2494,"Police issued","Regional",29,"June",6
"NSW","40-64",2557,"Police issued","Regional",29,"June",6
"NSW","65 and over",577,"Police issued","Regional",29,"June",6
"NSW","0-16",4,"Police issued","Urban",29,"June",6
"NSW","17-25",2304,"Police issued","Urban",29,"June",6
"NSW","26-39",2791,"Police issued","Urban",29,"June",6
"NSW","40-64",2416,"Police issued","Urban",29,"June",6
"NSW","65 and over",390,"Police issued","Urban",29,"June",6
"NSW","0-16",1,"Police issued","Regional",29,"June",6
"NSW","17-25",480,"Police issued","Regional",29,"June",6
"NSW","26-39",763,"Police issued","Regional",29,"June",6
"NSW","40-64",821,"Police issued","Regional",29,"June",6
"NSW","65 and over",198,"Police issued","Regional",29,"June",6
"NSW","17-25",17,"Police issued","Remote",29,"June",6
"NSW","26-39",45,"Police issued","Remote",29,"June",6
"NSW","40-64",34,"Police issued","Remote",29,"June",6
"NSW","65 and over",12,"Police issued","Remote",29,"June",6
"NSW","17-25",10,"Police issued","Unknown",29,"June",6
"NSW","26-39",10,"Police issued","Unknown",29,"June",6
"NSW","40-64",10,"Police issued","Unknown",29,"June",6
"NSW","65 and over",2,"Police issued","Unknown",29,"June",6
"NSW","Unknown",32191,"Fixed camera systems","Unknown",29,"June",6
"NSW","Unknown",3212,"Mobile camera","Unknown",29,"June",6
"NSW","Unknown",19142,"Fixed camera systems","Unknown",29,"June",6
"NSW","17-25",2,"Police issued","Remote",29,"June",6
"NSW","26-39",5,"Police issued","Remote",29,"June",6
"NSW","40-64",3,"Police issued","Remote",29,"June",6
"NSW","0-16",4,"Police issued","Regional",30,"July",7
"NSW","17-25",1369,"Police issued","Regional",30,"July",7
"NSW","26-39",2112,"Police issued","Regional",30,"July",7
"NSW","40-64",2099,"Police issued","Regional",30,"July",7
"NSW","65 and over",415,"Police issued","Regional",30,"July",7
"NSW","0-16",5,"Police issued","Urban",30,"July",7
"NSW","17-25",1569,"Police issued","Urban",30,"July",7
"NSW","26-39",1819,"Police issued","Urban",30,"July",7
"NSW","40-64",1584,"Police issued","Urban",30,"July",7
"NSW","65 and over",226,"Police issued","Urban",30,"July",7
"NSW","0-16",1,"Police issued","Regional",30,"July",7
"NSW","17-25",335,"Police issued","Regional",30,"July",7
"NSW","26-39",540,"Police issued","Regional",30,"July",7
"NSW","40-64",624,"Police issued","Regional",30,"July",7
"NSW","65 and over",144,"Police issued","Regional",30,"July",7
"NSW","17-25",26,"Police issued","Remote",30,"July",7
"NSW","26-39",36,"Police issued","Remote",30,"July",7
"NSW","40-64",26,"Police issued","Remote",30,"July",7
"NSW","65 and over",3,"Police issued","Remote",30,"July",7
"NSW","17-25",1,"Police issued","Unknown",30,"July",7
"NSW","26-39",2,"Police issued","Unknown",30,"July",7
"NSW","40-64",4,"Police issued","Unknown",30,"July",7
"NSW","Unknown",30257,"Fixed camera systems","Unknown",30,"July",7
"NSW","Unknown",3349,"Mobile camera","Unknown",30,"July",7
"NSW","Unknown",20950,"Fixed camera systems","Unknown",30,"July",7
"NSW","17-25",2,"Police issued","Remote",30,"July",7
"NSW","26-39",3,"Police issued","Remote",30,"July",7
"NSW","40-64",2,"Police issued","Remote",30,"July",7
"NSW","0-16",7,"Police issued","Regional",30,"August",8
"NSW","17-25",1529,"Police issued","Regional",30,"August",8
"NSW","26-39",2345,"Police issued","Regional",30,"August",8
"NSW","40-64",2341,"Police issued","Regional",30,"August",8
"NSW","65 and over",569,"Police issued","Regional",30,"August",8
"NSW","0-16",3,"Police issued","Urban",30,"August",8
"NSW","17-25",1749,"Police issued","Urban",30,"August",8
"NSW","26-39",1974,"Police issued","Urban",30,"August",8
"NSW","40-64",1730,"Police issued","Urban",30,"August",8
"NSW","65 and over",252,"Police issued","Urban",30,"August",8
"NSW","0-16",1,"Police issued","Regional",30,"August",8
"NSW","17-25",312,"Police issued","Regional",30,"August",8
"NSW","26-39",576,"Police issued","Regional",30,"August",8
"NSW","40-64",759,"Police issued","Regional",30,"August",8
"NSW","65 and over",197,"Police issued","Regional",30,"August",8
"NSW","17-25",21,"Police issued","Remote",30,"August",8
"NSW","26-39",45,"Police issued","Remote",30,"August",8
"NSW","40-64",55,"Police issued","Remote",30,"August",8
"NSW","65 and over",10,"Police issued","Remote",30,"August",8
"NSW","17-25",6,"Police issued","Unknown",30,"August",8
"NSW","26-39",9,"Police issued","Unknown",30,"August",8
"NSW","40-64",8,"Police issued","Unknown",30,"August",8
"NSW","65 and over",2,"Police issued","Unknown",30,"August",8
"NSW","Unknown",36480,"Fixed camera systems","Unknown",30,"August",8
"NSW","Unknown",3397,"Mobile camera","Unknown",30,"August",8
"NSW","Unknown",22829,"Fixed camera systems","Unknown",30,"August",8
"NSW","17-25",10,"Police issued","Remote",30,"August",8
"NSW","26-39",9,"Police issued","Remote",30,"August",8
"NSW","40-64",15,"Police issued","Remote",30,"August",8
"NSW","65 and over",4,"Police issued","Remote",30,"August",8
"NSW","0-16",2,"Police issued","Regional",29,"September",9
"NSW","17-25",1556,"Police issued","Regional",29,"September",9
"NSW","26-39",2448,"Police issued","Regional",29,"September",9
"NSW","40-64",2485,"Police issued","Regional",29,"September",9
"NSW","65 and over",544,"Police issued","Regional",29,"September",9
"NSW","0-16",3,"Police issued","Urban",29,"September",9
"NSW","17-25",1979,"Police issued","Urban",29,"September",9
"NSW","26-39",2153,"Police issued","Urban",29,"September",9
"NSW","40-64",1812,"Police issued","Urban",29,"September",9
"NSW","65 and over",249,"Police issued","Urban",29,"September",9
"NSW","17-25",381,"Police issued","Regional",29,"September",9
"NSW","26-39",692,"Police issued","Regional",29,"September",9
"NSW","40-64",812,"Police issued","Regional",29,"September",9
"NSW","65 and over",229,"Police issued","Regional",29,"September",9
"NSW","17-25",24,"Police issued","Remote",29,"September",9
"NSW","26-39",69,"Police issued","Remote",29,"September",9
"NSW","40-64",73,"Police issued","Remote",29,"September",9
"NSW","65 and over",18,"Police issued","Remote",29,"September",9
"NSW","17-25",11,"Police issued","Unknown",29,"September",9
"NSW","26-39",5,"Police issued","Unknown",29,"September",9
"NSW","40-64",7,"Police issued","Unknown",29,"September",9
"NSW","Unknown",35372,"Fixed camera systems","Unknown",29,"September",9
"NSW","Unknown",3518,"Mobile camera","Unknown",29,"September",9
"NSW","Unknown",21650,"Fixed camera systems","Unknown",29,"September",9
"NSW","0-16",1,"Police issued","Remote",29,"September",9
"NSW","17-25",6,"Police issued","Remote",29,"September",9
"NSW","26-39",12,"Police issued","Remote",29,"September",9
"NSW","40-64",12,"Police issued","Remote",29,"September",9
"NSW","65 and over",3,"Police issued","Remote",29,"September",9
"NSW","0-16",7,"Police issued","Regional",30,"October",10
"NSW","17-25",1468,"Police issued","Regional",30,"October",10
"NSW","26-39",2247,"Police issued","Regional",30,"October",10
"NSW","40-64",2433,"Police issued","Regional",30,"October",10
"NSW","65 and over",572,"Police issued","Regional",30,"October",10
"NSW","0-16",5,"Police issued","Urban",30,"October",10
"NSW","17-25",1776,"Police issued","Urban",30,"October",10
"NSW","26-39",1994,"Police issued","Urban",30,"October",10
